GO term	GO term name	GO category	# positive examples	# negative examples	# unknown examples
44282	small molecule catabolic process	P	592	9990	51264
44419	interspecies interaction between organisms	P	370	10230	51246
44764	multi-organism cellular process	P	115	10485	51246
45184	establishment of protein localization	P	245	10355	51246
45333	cellular respiration	P	151	10365	51330
45892	negative regulation of transcription, DNA-templated	P	198	9867	51781
45893	positive regulation of transcription, DNA-templated	P	139	9927	51780
45934	negative regulation of nucleobase-containing compound metabolic process	P	226	10371	51249
45935	positive regulation of nucleobase-containing compound metabolic process	P	150	10444	51252
46390	ribose phosphate biosynthetic process	P	156	10431	51259
46394	carboxylic acid biosynthetic process	P	788	9810	51248
46395	carboxylic acid catabolic process	P	371	10195	51280
46496	nicotinamide nucleotide metabolic process	P	130	10429	51287
46677	response to antibiotic	P	125	10475	51246
46700	heterocycle catabolic process	P	269	10309	51268
46903	secretion	P	166	10285	51395
46942	carboxylic acid transport	P	272	10156	51418
48518	positive regulation of biological process	P	334	10265	51247
48519	negative regulation of biological process	P	451	10147	51248
48522	positive regulation of cellular process	P	240	10356	51250
48523	negative regulation of cellular process	P	356	10242	51248
48870	cell motility	P	135	10465	51246
48878	chemical homeostasis	P	127	10471	51248
51128	regulation of cellular component organization	P	120	10478	51248
51172	negative regulation of nitrogen compound metabolic process	P	288	10309	51249
51173	positive regulation of nitrogen compound metabolic process	P	190	10404	51252
51186	cofactor metabolic process	P	676	9923	51247
51188	cofactor biosynthetic process	P	496	10103	51247
51246	regulation of protein metabolic process	P	134	10463	51249
51252	regulation of RNA metabolic process	P	846	9751	51249
51253	negative regulation of RNA metabolic process	P	204	10392	51250
51254	positive regulation of RNA metabolic process	P	142	10451	51253
51604	protein maturation	P	113	10471	51262
51701	interaction with host	P	184	10416	51246
51704	multi-organism process	P	597	10003	51246
51707	response to other organism	P	200	10400	51246
51716	cellular response to stimulus	P	912	9688	51246
52173	response to defenses of other organism involved in symbiotic interaction	P	132	10468	51246
52200	response to host defenses	P	132	10459	51255
52564	response to immune response of other organism involved in symbiotic interaction	P	132	10468	51246
52572	response to host immune response	P	132	10459	51255
55082	cellular chemical homeostasis	P	119	10479	51248
55085	transmembrane transport	P	590	9868	51388
55086	nucleobase-containing small molecule metabolic process	P	620	9954	51272
55114	oxidation-reduction process	P	429	10170	51247
65003	macromolecular complex assembly	P	241	10359	51246
65008	regulation of biological quality	P	285	10313	51248
65009	regulation of molecular function	P	108	10491	51247
70589	cellular component macromolecule biosynthetic process	P	105	10494	51247
70887	cellular response to chemical stimulus	P	304	10296	51246
71241	cellular response to inorganic substance	P	181	10419	51246
71248	cellular response to metal ion	P	172	10426	51248
71281	cellular response to iron ion	P	153	10435	51258
71496	cellular response to external stimulus	P	152	10448	51246
71705	nitrogen compound transport	P	712	9748	51386
71806	protein transmembrane transport	P	160	10131	51555
71822	protein complex subunit organization	P	147	10453	51246
71826	ribonucleoprotein complex subunit organization	P	130	10470	51246
71840	cellular component organization or biogenesis	P	654	9946	51246
71973	bacterial-type flagellum-dependent cell motility	P	110	10485	51251
72329	monocarboxylic acid catabolic process	P	183	10383	51280
72330	monocarboxylic acid biosynthetic process	P	189	10409	51248
72521	purine-containing compound metabolic process	P	323	10262	51261
72522	purine-containing compound biosynthetic process	P	152	10432	51262
72524	pyridine-containing compound metabolic process	P	171	10415	51260
72527	pyrimidine-containing compound metabolic process	P	182	10404	51260
72528	pyrimidine-containing compound biosynthetic process	P	123	10463	51260
75136	response to host	P	144	10456	51246
90407	organophosphate biosynthetic process	P	474	10117	51255
97588	archaeal or bacterial-type flagellum-dependent cell motility	P	110	10485	51251
97659	nucleic acid-templated transcription	P	177	10387	51282
98655	cation transmembrane transport	P	163	10169	51514
98660	inorganic ion transmembrane transport	P	154	10182	51510
98662	inorganic cation transmembrane transport	P	124	10203	51519
1901135	carbohydrate derivative metabolic process	P	903	9696	51247
1901136	carbohydrate derivative catabolic process	P	150	10420	51276
1901137	carbohydrate derivative biosynthetic process	P	524	10074	51248
1901293	nucleoside phosphate biosynthetic process	P	247	10311	51288
1901361	organic cyclic compound catabolic process	P	314	10257	51275
1901565	organonitrogen compound catabolic process	P	437	10123	51286
1901605	alpha-amino acid metabolic process	P	708	9868	51270
1901606	alpha-amino acid catabolic process	P	182	10359	51305
1901607	alpha-amino acid biosynthetic process	P	460	10109	51277
1901615	organic hydroxy compound metabolic process	P	307	10292	51247
1901657	glycosyl compound metabolic process	P	200	10398	51248
1901700	response to oxygen-containing compound	P	165	10435	51246
1902679	negative regulation of RNA biosynthetic process	P	198	10398	51250
1902680	positive regulation of RNA biosynthetic process	P	139	10452	51255
1903506	regulation of nucleic acid-templated transcription	P	828	9768	51250
1903507	negative regulation of nucleic acid-templated transcription	P	198	10377	51271
1903508	positive regulation of nucleic acid-templated transcription	P	139	10431	51276
1903509	liposaccharide metabolic process	P	151	10418	51277
2000112	regulation of cellular macromolecule biosynthetic process	P	919	9679	51248
2000113	negative regulation of cellular macromolecule biosynthetic process	P	262	10336	51248
2001141	regulation of RNA biosynthetic process	P	829	9767	51250
166	nucleotide binding	F	508	10001	51337
287	magnesium ion binding	F	240	10214	51392
975	regulatory region DNA binding	F	359	9955	51532
976	transcription regulatory region sequence-specific DNA binding	F	288	9804	51754
1067	regulatory region nucleic acid binding	F	359	10147	51340
1071	nucleic acid binding transcription factor activity	F	714	9795	51337
1130	bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding	F	134	9802	51910
3677	DNA binding	F	783	9724	51339
3690	double-stranded DNA binding	F	343	9971	51532
3700	transcription factor activity, sequence-specific DNA binding	F	710	9799	51337
3723	RNA binding	F	329	10177	51340
3735	structural constituent of ribosome	F	360	10115	51371
4386	helicase activity	F	128	10211	51507
4518	nuclease activity	F	239	10099	51508
4519	endonuclease activity	F	118	10215	51513
4540	ribonuclease activity	F	108	10225	51513
4672	protein kinase activity	F	108	10264	51474
4812	aminoacyl-tRNA ligase activity	F	119	10294	51433
4871	signal transducer activity	F	191	10318	51337
4872	receptor activity	F	133	10376	51337
5198	structural molecule activity	F	395	10114	51337
5342	organic acid transmembrane transporter activity	F	261	9959	51626
5506	iron ion binding	F	102	10336	51408
5524	ATP binding	F	189	10314	51343
8168	methyltransferase activity	F	314	10089	51443
8173	RNA methyltransferase activity	F	156	10237	51453
8233	peptidase activity	F	230	10121	51495
8270	zinc ion binding	F	192	10252	51402
8324	cation transmembrane transporter activity	F	403	9817	51626
8509	anion transmembrane transporter activity	F	327	9888	51631
8514	organic anion transmembrane transporter activity	F	272	9943	51631
8649	rRNA methyltransferase activity	F	116	10212	51518
8757	S-adenosylmethionine-dependent methyltransferase activity	F	268	10133	51445
9055	electron carrier activity	F	141	10368	51337
15075	ion transmembrane transporter activity	F	678	9550	51618
15077	monovalent inorganic cation transmembrane transporter activity	F	167	10037	51642
15078	hydrogen ion transmembrane transporter activity	F	112	10089	51645
15144	carbohydrate transmembrane transporter activity	F	250	9967	51629
15171	amino acid transmembrane transporter activity	F	193	10009	51644
15179	L-amino acid transmembrane transporter activity	F	112	10047	51687
15197	peptide transporter activity	F	147	10220	51479
15267	channel activity	F	104	10174	51568
15291	secondary active transmembrane transporter activity	F	224	10058	51564
15399	primary active transmembrane transporter activity	F	320	9964	51562
15405	P-P-bond-hydrolysis-driven transmembrane transporter activity	F	315	9968	51563
16301	kinase activity	F	441	9960	51445
16407	acetyltransferase activity	F	125	10239	51482
16462	pyrophosphatase activity	F	699	9651	51496
16614	oxidoreductase activity, acting on CH-OH group of donors	F	260	10009	51577
16616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	F	225	10042	51579
16651	oxidoreductase activity, acting on NAD(P)H	F	163	10106	51577
16667	oxidoreductase activity, acting on a sulfur group of donors	F	104	10165	51577
16741	transferase activity, transferring one-carbon groups	F	360	10043	51443
16746	transferase activity, transferring acyl groups	F	344	10064	51438
16747	transferase activity, transferring acyl groups other than amino-acyl groups	F	310	10096	51440
16757	transferase activity, transferring glycosyl groups	F	298	10107	51441
16765	transferase activity, transferring alkyl or aryl (other than methyl) groups	F	160	10243	51443
16772	transferase activity, transferring phosphorus-containing groups	F	930	9479	51437
16773	phosphotransferase activity, alcohol group as acceptor	F	370	10031	51445
16779	nucleotidyltransferase activity	F	251	10150	51445
16788	hydrolase activity, acting on ester bonds	F	664	9694	51488
16791	phosphatase activity	F	163	10174	51509
16798	hydrolase activity, acting on glycosyl bonds	F	124	10226	51496
16810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	F	231	10122	51493
16811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	F	129	10223	51494
16817	hydrolase activity, acting on acid anhydrides	F	707	9644	51495
16818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	F	707	9644	51495
16820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	F	301	9824	51721
16829	lyase activity	F	677	9745	51424
16830	carbon-carbon lyase activity	F	236	10184	51426
16831	carboxy-lyase activity	F	101	10317	51428
16835	carbon-oxygen lyase activity	F	328	10091	51427
16836	hydro-lyase activity	F	263	10154	51429
16853	isomerase activity	F	383	10038	51425
16866	intramolecular transferase activity	F	160	10254	51432
16874	ligase activity	F	386	10035	51425
16875	ligase activity, forming carbon-oxygen bonds	F	120	10294	51432
16876	ligase activity, forming aminoacyl-tRNA and related compounds	F	119	10294	51433
16879	ligase activity, forming carbon-nitrogen bonds	F	189	10222	51435
16887	ATPase activity	F	548	9792	51506
17076	purine nucleotide binding	F	259	10246	51341
17111	nucleoside-triphosphatase activity	F	613	9733	51500
19842	vitamin binding	F	163	10345	51338
22803	passive transmembrane transporter activity	F	104	10174	51568
22804	active transmembrane transporter activity	F	633	9657	51556
22853	active ion transmembrane transporter activity	F	135	10075	51636
22890	inorganic cation transmembrane transporter activity	F	251	9961	51634
30170	pyridoxal phosphate binding	F	120	10382	51344
30554	adenyl nucleotide binding	F	209	10296	51341
32553	ribonucleotide binding	F	305	10200	51341
32555	purine ribonucleotide binding	F	247	10258	51341
32559	adenyl ribonucleotide binding	F	198	10307	51341
35639	purine ribonucleoside triphosphate binding	F	226	10281	51339
36094	small molecule binding	F	742	9767	51337
42578	phosphoric ester hydrolase activity	F	255	10088	51503
42623	ATPase activity, coupled	F	484	9792	51570
42625	ATPase coupled ion transmembrane transporter activity	F	122	9748	51976
42626	ATPase activity, coupled to transmembrane movement of substances	F	301	9725	51820
42802	identical protein binding	F	425	9024	52397
43168	anion binding	F	688	9821	51337
43169	cation binding	F	713	9796	51337
43492	ATPase activity, coupled to movement of substances	F	303	9951	51592
43565	sequence-specific DNA binding	F	459	9866	51521
44212	transcription regulatory region DNA binding	F	359	9955	51532
44877	macromolecular complex binding	F	106	10403	51337
46872	metal ion binding	F	680	9828	51338
46873	metal ion transmembrane transporter activity	F	157	10046	51643
46914	transition metal ion binding	F	411	10045	51390
46943	carboxylic acid transmembrane transporter activity	F	260	9955	51631
48037	cofactor binding	F	432	10077	51337
50662	coenzyme binding	F	228	10277	51341
51119	sugar transmembrane transporter activity	F	127	10087	51632
51536	iron-sulfur cluster binding	F	157	10351	51338
51540	metal cluster binding	F	158	10351	51337
60089	molecular transducer activity	F	136	10373	51337
70011	peptidase activity, acting on L-amino acid peptides	F	189	10121	51536
70279	vitamin B6 binding	F	120	10388	51338
97367	carbohydrate derivative binding	F	335	10174	51337
140096	catalytic activity, acting on a protein	F	471	9952	51423
140097	catalytic activity, acting on DNA	F	292	10129	51425
140098	catalytic activity, acting on RNA	F	577	9845	51424
140101	catalytic activity, acting on a tRNA	F	269	10153	51424
140102	catalytic activity, acting on a rRNA	F	116	10305	51425
140104	molecular carrier activity	F	168	10341	51337
1901265	nucleoside phosphate binding	F	508	10001	51337
1901476	carbohydrate transporter activity	F	250	10126	51470
1990837	sequence-specific double-stranded DNA binding	F	311	9851	51684
