#GO term	GO term name	GO category	# positive examples	# negative examples	# unknown examples
9073	aromatic amino acid family biosynthetic process	P	126	10405	51315
9081	branched-chain amino acid metabolic process	P	84	10473	51289
9082	branched-chain amino acid biosynthetic process	P	51	10500	51295
9084	glutamine family amino acid biosynthetic process	P	112	10438	51296
9103	lipopolysaccharide biosynthetic process	P	61	10320	51465
9108	coenzyme biosynthetic process	P	296	10224	51326
9110	vitamin biosynthetic process	P	186	10358	51302
9112	nucleobase metabolic process	P	94	10442	51310
9116	nucleoside metabolic process	P	176	10302	51368
9117	nucleotide metabolic process	P	445	9942	51459
9119	ribonucleoside metabolic process	P	138	10329	51379
9123	nucleoside monophosphate metabolic process	P	150	10254	51442
9124	nucleoside monophosphate biosynthetic process	P	85	10345	51416
9126	purine nucleoside monophosphate metabolic process	P	134	10349	51363
9127	purine nucleoside monophosphate biosynthetic process	P	72	10437	51337
9132	nucleoside diphosphate metabolic process	P	73	10456	51317
9135	purine nucleoside diphosphate metabolic process	P	62	10476	51308
9141	nucleoside triphosphate metabolic process	P	184	10320	51342
9142	nucleoside triphosphate biosynthetic process	P	57	10470	51319
9144	purine nucleoside triphosphate metabolic process	P	153	10364	51329
9150	purine ribonucleotide metabolic process	P	245	10246	51355
9152	purine ribonucleotide biosynthetic process	P	132	10381	51333
9156	ribonucleoside monophosphate biosynthetic process	P	73	10367	51406
9161	ribonucleoside monophosphate metabolic process	P	138	10276	51432
9163	nucleoside biosynthetic process	P	88	10392	51366
9165	nucleotide biosynthetic process	P	245	10200	51401
9166	nucleotide catabolic process	P	53	10466	51327
9167	purine ribonucleoside monophosphate metabolic process	P	134	10349	51363
9168	purine ribonucleoside monophosphate biosynthetic process	P	72	10437	51337
9179	purine ribonucleoside diphosphate metabolic process	P	62	10476	51308
9185	ribonucleoside diphosphate metabolic process	P	63	10475	51308
9199	ribonucleoside triphosphate metabolic process	P	143	10365	51338
9205	purine ribonucleoside triphosphate metabolic process	P	133	10386	51327
9244	lipopolysaccharide core region biosynthetic process	P	68	10487	51291
9247	glycolipid biosynthetic process	P	80	10430	51336
9252	peptidoglycan biosynthetic process	P	77	10454	51315
9259	ribonucleotide metabolic process	P	276	10162	51408
9260	ribonucleotide biosynthetic process	P	151	10309	51386
9262	deoxyribonucleotide metabolic process	P	65	10491	51290
9266	response to temperature stimulus	P	103	10475	51268
9267	cellular response to starvation	P	71	10492	51283
9297	pilus assembly	P	78	10511	51257
9306	protein secretion	P	160	10198	51488
9308	amine metabolic process	P	129	10446	51271
9309	amine biosynthetic process	P	81	10500	51265
9311	oligosaccharide metabolic process	P	155	10379	51312
9312	oligosaccharide biosynthetic process	P	131	10412	51303
9314	response to radiation	P	97	10503	51246
9401	phosphoenolpyruvate-dependent sugar phosphotransferase system	P	146	10286	51414
9405	pathogenesis	P	197	10292	51357
9408	response to heat	P	72	10503	51271
9432	SOS response	P	66	10284	51496
9438	methylglyoxal metabolic process	P	92	10505	51249
9451	RNA modification	P	376	10152	51318
9605	response to external stimulus	P	364	10176	51306
9607	response to biotic stimulus	P	200	10390	51256
9628	response to abiotic stimulus	P	343	10232	51271
9889	regulation of biosynthetic process	P	977	9138	51731
9890	negative regulation of biosynthetic process	P	285	10276	51285
9891	positive regulation of biosynthetic process	P	179	10388	51279
9892	negative regulation of metabolic process	P	337	10213	51296
9893	positive regulation of metabolic process	P	220	10349	51277
9991	response to extracellular stimulus	P	175	10378	51293
10033	response to organic substance	P	98	10495	51253
10035	response to inorganic substance	P	336	10255	51255
10038	response to metal ion	P	250	10345	51251
10039	response to iron ion	P	168	10430	51248
10468	regulation of gene expression	P	951	9157	51738
10501	RNA secondary structure unwinding	P	60	10509	51277
10556	regulation of macromolecule biosynthetic process	P	946	9156	51744
10557	positive regulation of macromolecule biosynthetic process	P	164	10402	51280
10558	negative regulation of macromolecule biosynthetic process	P	262	10298	51286
10565	regulation of cellular ketone metabolic process	P	52	10546	51248
10604	positive regulation of macromolecule metabolic process	P	192	10373	51281
10605	negative regulation of macromolecule metabolic process	P	311	10239	51296
10608	posttranscriptional regulation of gene expression	P	104	10402	51340
10628	positive regulation of gene expression	P	170	10383	51293
10629	negative regulation of gene expression	P	275	10263	51308
15031	protein transport	P	231	10107	51508
15672	monovalent inorganic cation transport	P	142	10189	51515
15695	organic cation transport	P	74	10353	51419
15696	ammonium transport	P	77	10333	51436
15698	inorganic anion transport	P	82	10298	51466
15711	organic anion transport	P	315	10086	51445
15804	neutral amino acid transport	P	77	10274	51495
15807	L-amino acid transport	P	87	10249	51510
15833	peptide transport	P	303	10064	51479
15849	organic acid transport	P	272	10148	51426
15893	drug transport	P	80	10352	51414
15980	energy derivation by oxidation of organic compounds	P	207	10301	51338
15992	proton transport	P	86	10257	51503
16042	lipid catabolic process	P	156	10372	51318
16043	cellular component organization	P	601	9709	51536
16051	carbohydrate biosynthetic process	P	361	10148	51337
16052	carbohydrate catabolic process	P	246	10238	51362
16053	organic acid biosynthetic process	P	788	9555	51503
16054	organic acid catabolic process	P	371	10145	51330
16070	RNA metabolic process	P	966	8619	52261
16072	rRNA metabolic process	P	239	10311	51296
16310	phosphorylation	P	184	9960	51702
16311	dephosphorylation	P	51	10452	51343
17148	negative regulation of translation	P	52	10512	51282
18193	peptidyl-amino acid modification	P	89	10388	51369
19184	nonribosomal peptide biosynthetic process	P	54	10522	51270
19219	regulation of nucleobase-containing compound metabolic process	P	889	9262	51695
19243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	P	82	10477	51287
19318	hexose metabolic process	P	98	10432	51316
19321	pentose metabolic process	P	63	10492	51291
19362	pyridine nucleotide metabolic process	P	130	10382	51334
19395	fatty acid oxidation	P	69	10378	51399
19438	aromatic compound biosynthetic process	P	988	8467	52391
19439	aromatic compound catabolic process	P	270	10250	51326
19538	protein metabolic process	P	804	9230	51812
19637	organophosphate metabolic process	P	740	9580	51526
19682	glyceraldehyde-3-phosphate metabolic process	P	63	10507	51276
19693	ribose phosphate metabolic process	P	314	10139	51393
19725	cellular homeostasis	P	170	10389	51287
19748	secondary metabolic process	P	73	10518	51255
19751	polyol metabolic process	P	71	10485	51290
22607	cellular component assembly	P	416	10107	51323
22610	biological adhesion	P	52	10521	51273
22618	ribonucleoprotein complex assembly	P	120	10459	51267
22900	electron transport chain	P	85	10390	51371
22904	respiratory electron transport chain	P	81	10406	51359
30001	metal ion transport	P	137	10229	51480
30003	cellular cation homeostasis	P	78	10488	51280
30030	cell projection organization	P	98	10476	51272
30031	cell projection assembly	P	85	10502	51259
30203	glycosaminoglycan metabolic process	P	127	10428	51291
30258	lipid modification	P	75	10470	51301
31118	rRNA pseudouridine synthesis	P	54	10431	51361
31167	rRNA methylation	P	107	10321	51418
31324	negative regulation of cellular metabolic process	P	295	10260	51291
31325	positive regulation of cellular metabolic process	P	198	10369	51279
31326	regulation of cellular biosynthetic process	P	959	9147	51740
31327	negative regulation of cellular biosynthetic process	P	272	10288	51286
31328	positive regulation of cellular biosynthetic process	P	170	10396	51280
31667	response to nutrient levels	P	106	10494	51246
31668	cellular response to extracellular stimulus	P	152	10401	51293
31669	cellular response to nutrient levels	P	83	10517	51246
32259	methylation	P	214	10281	51351
32268	regulation of cellular protein metabolic process	P	127	10391	51328
32269	negative regulation of cellular protein metabolic process	P	63	10533	51250
32774	RNA biosynthetic process	P	222	9446	52178
32787	monocarboxylic acid metabolic process	P	661	9818	51367
32879	regulation of localization	P	131	10462	51253
32940	secretion by cell	P	162	10257	51427
33013	tetrapyrrole metabolic process	P	105	10467	51274
33014	tetrapyrrole biosynthetic process	P	101	10470	51275
33036	macromolecule localization	P	253	10269	51324
33554	cellular response to stress	P	690	9803	51353
33692	cellular polysaccharide biosynthetic process	P	182	10275	51389
34220	ion transmembrane transport	P	245	9829	51772
34248	regulation of cellular amide metabolic process	P	106	10414	51326
34249	negative regulation of cellular amide metabolic process	P	54	10542	51250
34440	lipid oxidation	P	69	10405	51372
34470	ncRNA processing	P	404	10072	51370
34599	cellular response to oxidative stress	P	74	10452	51320
34622	cellular macromolecular complex assembly	P	152	10407	51287
34637	cellular carbohydrate biosynthetic process	P	198	10268	51380
34645	cellular macromolecule biosynthetic process	P	829	8388	52629
34654	nucleobase-containing compound biosynthetic process	P	581	8911	52354
34655	nucleobase-containing compound catabolic process	P	195	10310	51341
34660	ncRNA metabolic process	P	563	9919	51364
35556	intracellular signal transduction	P	126	10302	51418
35821	modification of morphology or physiology of other organism	P	86	10513	51247
36211	protein modification process	P	326	10105	51415
36293	response to decreased oxygen levels	P	62	10535	51249
40007	growth	P	685	9915	51246
40008	regulation of growth	P	93	10504	51249
40011	locomotion	P	246	10343	51257
42168	heme metabolic process	P	69	10511	51266
42180	cellular ketone metabolic process	P	160	10429	51257
42181	ketone biosynthetic process	P	62	10529	51255
42182	ketone catabolic process	P	87	10477	51282
42221	response to chemical	P	688	9815	51343
42278	purine nucleoside metabolic process	P	98	10438	51310
42330	taxis	P	115	10473	51258
42364	water-soluble vitamin biosynthetic process	P	179	10365	51302
42398	cellular modified amino acid biosynthetic process	P	81	10483	51282
42401	cellular biogenic amine biosynthetic process	P	81	10500	51265
42430	indole-containing compound metabolic process	P	72	10507	51267
42435	indole-containing compound biosynthetic process	P	63	10517	51266
42440	pigment metabolic process	P	86	10500	51260
42455	ribonucleoside biosynthetic process	P	67	10394	51385
42493	response to drug	P	54	10546	51246
42558	pteridine-containing compound metabolic process	P	61	10498	51287
42592	homeostatic process	P	190	10328	51328
42594	response to starvation	P	93	10493	51260
42710	biofilm formation	P	85	10514	51247
42886	amide transport	P	315	10054	51477
43038	amino acid activation	P	137	10426	51283
43039	tRNA aminoacylation	P	136	10399	51311
43043	peptide biosynthetic process	P	324	9968	51554
43094	cellular metabolic compound salvage	P	68	10521	51257
43207	response to external biotic stimulus	P	200	10390	51256
43412	macromolecule modification	P	727	9681	51438
43414	macromolecule methylation	P	159	10357	51330
43543	protein acylation	P	54	10503	51289
43603	cellular amide metabolic process	P	556	9686	51604
43604	amide biosynthetic process	P	466	9809	51571
43648	dicarboxylic acid metabolic process	P	248	10257	51341
43650	dicarboxylic acid biosynthetic process	P	93	10442	51311
43711	pilus organization	P	81	10505	51260
43900	regulation of multi-organism process	P	61	10537	51248
43933	macromolecular complex subunit organization	P	277	10267	51302
44003	modification by symbiont of host morphology or physiology	P	61	10539	51246
44010	single-species biofilm formation	P	85	10514	51247
44036	cell wall macromolecule metabolic process	P	111	10458	51277
44038	cell wall macromolecule biosynthetic process	P	105	10463	51278
44042	glucan metabolic process	P	57	10499	51290
44085	cellular component biogenesis	P	76	10468	51302
44087	regulation of cellular component biogenesis	P	61	10535	51250
44106	cellular amine metabolic process	P	127	10447	51272
44110	growth involved in symbiotic interaction	P	100	9917	51829
44116	growth of symbiont involved in interaction with host	P	98	9917	51831
44117	growth of symbiont in host	P	98	9917	51831
44119	growth of symbiont in host cell	P	70	9917	51859
44242	cellular lipid catabolic process	P	135	10387	51324
44248	cellular catabolic process	P	905	9546	51395
44255	cellular lipid metabolic process	P	584	9862	51400
44262	cellular carbohydrate metabolic process	P	361	10043	51442
44264	cellular polysaccharide metabolic process	P	209	10254	51383
44265	cellular macromolecule catabolic process	P	114	10431	51301
44267	cellular protein metabolic process	P	622	9549	51675
44270	cellular nitrogen compound catabolic process	P	302	10218	51326
44272	sulfur compound biosynthetic process	P	202	10304	51340
44275	cellular carbohydrate catabolic process	P	69	10413	51364
44282	small molecule catabolic process	P	592	9896	51358
44413	avoidance of host defenses	P	54	10535	51257
44419	interspecies interaction between organisms	P	370	10127	51349
44550	secondary metabolite biosynthetic process	P	60	10532	51254
44764	multi-organism cellular process	P	115	10468	51263
45017	glycerolipid biosynthetic process	P	64	10455	51327
45184	establishment of protein localization	P	245	10270	51331
45333	cellular respiration	P	151	10364	51331
45892	negative regulation of transcription, DNA-templated	P	198	9848	51800
45893	positive regulation of transcription, DNA-templated	P	139	9913	51794
45934	negative regulation of nucleobase-containing compound metabolic process	P	226	10328	51292
45935	positive regulation of nucleobase-containing compound metabolic process	P	150	10416	51280
46031	ADP metabolic process	P	62	10468	51316
46034	ATP metabolic process	P	94	10423	51329
46128	purine ribonucleoside metabolic process	P	86	10450	51310
46148	pigment biosynthetic process	P	81	10506	51259
46164	alcohol catabolic process	P	62	10483	51301
46185	aldehyde catabolic process	P	97	10467	51282
46219	indolalkylamine biosynthetic process	P	63	10516	51267
46364	monosaccharide biosynthetic process	P	53	10503	51290
46365	monosaccharide catabolic process	P	100	10410	51336
46390	ribose phosphate biosynthetic process	P	156	10331	51359
46394	carboxylic acid biosynthetic process	P	788	9554	51504
46395	carboxylic acid catabolic process	P	371	10144	51331
46401	lipopolysaccharide core region metabolic process	P	68	10489	51289
46417	chorismate metabolic process	P	63	10499	51284
46434	organophosphate catabolic process	P	92	10446	51308
46467	membrane lipid biosynthetic process	P	84	10428	51334
46486	glycerolipid metabolic process	P	75	10461	51310
46496	nicotinamide nucleotide metabolic process	P	130	10385	51331
46677	response to antibiotic	P	125	10389	51332
46700	heterocycle catabolic process	P	269	10266	51311
46777	protein autophosphorylation	P	56	10475	51315
46903	secretion	P	166	10257	51423
46916	cellular transition metal ion homeostasis	P	53	10513	51280
46939	nucleotide phosphorylation	P	66	10437	51343
46942	carboxylic acid transport	P	272	10124	51450
48518	positive regulation of biological process	P	334	10239	51273
48519	negative regulation of biological process	P	451	10097	51298
48522	positive regulation of cellular process	P	240	10330	51276
48523	negative regulation of cellular process	P	356	10197	51293
48583	regulation of response to stimulus	P	66	10526	51254
48870	cell motility	P	135	10447	51264
48878	chemical homeostasis	P	127	10422	51297
50790	regulation of catalytic activity	P	78	10486	51282
50801	ion homeostasis	P	87	10462	51297
51049	regulation of transport	P	87	10506	51253
51128	regulation of cellular component organization	P	120	10379	51347
51172	negative regulation of nitrogen compound metabolic process	P	288	10268	51290
51173	positive regulation of nitrogen compound metabolic process	P	190	10375	51281
51186	cofactor metabolic process	P	676	9757	51413
51188	cofactor biosynthetic process	P	496	10005	51345
51189	prosthetic group metabolic process	P	54	10539	51253
51246	regulation of protein metabolic process	P	134	10382	51330
51248	negative regulation of protein metabolic process	P	67	10529	51250
51252	regulation of RNA metabolic process	P	846	9313	51687
51253	negative regulation of RNA metabolic process	P	204	10353	51289
51254	positive regulation of RNA metabolic process	P	142	10422	51282
51259	protein oligomerization	P	86	10503	51257
51260	protein homooligomerization	P	73	10522	51251
51262	protein tetramerization	P	53	10539	51254
51276	chromosome organization	P	72	10463	51311
51289	protein homotetramerization	P	51	10527	51268
51301	cell division	P	51	10457	51338
51596	methylglyoxal catabolic process	P	86	10477	51283
51604	protein maturation	P	113	10459	51274
51701	interaction with host	P	184	10412	51250
51704	multi-organism process	P	597	9893	51356
51707	response to other organism	P	200	10390	51256
51716	cellular response to stimulus	P	912	9590	51344
51817	modification of morphology or physiology of other organism involved in symbiotic interaction	P	62	10538	51246
51832	avoidance of defenses of other organism involved in symbiotic interaction	P	54	10546	51246
52173	response to defenses of other organism involved in symbiotic interaction	P	132	10468	51246
52200	response to host defenses	P	132	10459	51255
52564	response to immune response of other organism involved in symbiotic interaction	P	132	10468	51246
52572	response to host immune response	P	132	10459	51255
52803	imidazole-containing compound metabolic process	P	60	10507	51279
55065	metal ion homeostasis	P	63	10490	51293
55076	transition metal ion homeostasis	P	56	10497	51293
55080	cation homeostasis	P	84	10468	51294
55082	cellular chemical homeostasis	P	119	10460	51267
55085	transmembrane transport	P	590	9107	52149
55086	nucleobase-containing small molecule metabolic process	P	620	9832	51394
55114	oxidation-reduction process	P	429	9342	52075
61727	methylglyoxal catabolic process to lactate	P	82	10476	51288
65003	macromolecular complex assembly	P	241	10311	51294
65008	regulation of biological quality	P	285	10134	51427
65009	regulation of molecular function	P	108	10457	51281
70475	rRNA base methylation	P	82	10345	51419
70482	response to oxygen levels	P	73	10526	51247
70589	cellular component macromolecule biosynthetic process	P	105	10463	51278
70887	cellular response to chemical stimulus	P	304	10293	51249
71103	DNA conformation change	P	65	10472	51309
71241	cellular response to inorganic substance	P	181	10417	51248
71248	cellular response to metal ion	P	172	10424	51250
71281	cellular response to iron ion	P	153	10435	51258
71496	cellular response to external stimulus	P	152	10401	51293
71554	cell wall organization or biogenesis	P	61	10420	51365
71705	nitrogen compound transport	P	712	9647	51487
71806	protein transmembrane transport	P	160	10107	51579
71822	protein complex subunit organization	P	147	10419	51280
71826	ribonucleoprotein complex subunit organization	P	130	10449	51267
71840	cellular component organization or biogenesis	P	654	9636	51556
71973	bacterial-type flagellum-dependent cell motility	P	110	10469	51267
71978	bacterial-type flagellum-dependent swarming motility	P	85	10487	51274
72329	monocarboxylic acid catabolic process	P	183	10364	51299
72330	monocarboxylic acid biosynthetic process	P	189	10275	51382
72337	modified amino acid transport	P	61	10367	51418
72348	sulfur compound transport	P	72	10366	51408
72350	tricarboxylic acid metabolic process	P	72	10486	51288
72521	purine-containing compound metabolic process	P	323	10192	51331
72522	purine-containing compound biosynthetic process	P	152	10380	51314
72523	purine-containing compound catabolic process	P	51	10487	51308
72524	pyridine-containing compound metabolic process	P	171	10364	51311
72525	pyridine-containing compound biosynthetic process	P	74	10499	51273
72527	pyrimidine-containing compound metabolic process	P	182	10371	51293
72528	pyrimidine-containing compound biosynthetic process	P	123	10424	51299
72529	pyrimidine-containing compound catabolic process	P	52	10502	51292
75136	response to host	P	144	10456	51246
90407	organophosphate biosynthetic process	P	474	9913	51459
97164	ammonium ion metabolic process	P	75	10498	51273
97588	archaeal or bacterial-type flagellum-dependent cell motility	P	110	10467	51269
97659	nucleic acid-templated transcription	P	177	9489	52180
98655	cation transmembrane transport	P	163	10034	51649
98656	anion transmembrane transport	P	95	10087	51664
98660	inorganic ion transmembrane transport	P	154	10018	51674
98662	inorganic cation transmembrane transport	P	124	10113	51609
98771	inorganic ion homeostasis	P	85	10464	51297
1901068	guanosine-containing compound metabolic process	P	75	10469	51302
1901135	carbohydrate derivative metabolic process	P	903	9399	51544
1901136	carbohydrate derivative catabolic process	P	150	10396	51300
1901137	carbohydrate derivative biosynthetic process	P	524	9872	51450
1901264	carbohydrate derivative transport	P	80	10355	51411
1901292	nucleoside phosphate catabolic process	P	62	10457	51327
1901293	nucleoside phosphate biosynthetic process	P	247	10188	51411
1901361	organic cyclic compound catabolic process	P	314	10206	51326
1901565	organonitrogen compound catabolic process	P	437	10064	51345
1901605	alpha-amino acid metabolic process	P	708	9741	51397
1901606	alpha-amino acid catabolic process	P	182	10340	51324
1901607	alpha-amino acid biosynthetic process	P	460	10015	51371
1901615	organic hydroxy compound metabolic process	P	307	10217	51322
1901616	organic hydroxy compound catabolic process	P	65	10479	51302
1901617	organic hydroxy compound biosynthetic process	P	87	10412	51347
1901657	glycosyl compound metabolic process	P	200	10311	51335
1901659	glycosyl compound biosynthetic process	P	95	10413	51338
1901661	quinone metabolic process	P	55	10536	51255
1901663	quinone biosynthetic process	P	55	10525	51266
1901698	response to nitrogen compound	P	78	10521	51247
1901700	response to oxygen-containing compound	P	165	10431	51250
1902600	hydrogen ion transmembrane transport	P	58	10195	51593
1902679	negative regulation of RNA biosynthetic process	P	198	10360	51288
1902680	positive regulation of RNA biosynthetic process	P	139	10423	51284
1903506	regulation of nucleic acid-templated transcription	P	828	9326	51692
1903507	negative regulation of nucleic acid-templated transcription	P	198	10339	51309
1903508	positive regulation of nucleic acid-templated transcription	P	139	10402	51305
1903509	liposaccharide metabolic process	P	151	10344	51351
1903825	organic acid transmembrane transport	P	51	10183	51612
1905039	carboxylic acid transmembrane transport	P	51	10166	51629
2000112	regulation of cellular macromolecule biosynthetic process	P	919	9182	51745
2000113	negative regulation of cellular macromolecule biosynthetic process	P	262	10298	51286
2001141	regulation of RNA biosynthetic process	P	829	9326	51691
155	phosphorelay sensor kinase activity	F	74	10202	51570
166	nucleotide binding	F	508	8397	52941
287	magnesium ion binding	F	240	10090	51516
975	regulatory region DNA binding	F	359	9953	51534
976	transcription regulatory region sequence-specific DNA binding	F	288	9804	51754
984	bacterial-type RNA polymerase regulatory region sequence-specific DNA binding	F	60	9804	51982
988	transcription factor activity, protein binding	F	68	10429	51349
1017	bacterial-type RNA polymerase regulatory region DNA binding	F	61	10150	51635
1067	regulatory region nucleic acid binding	F	359	10145	51342
1071	nucleic acid binding transcription factor activity	F	714	9572	51560
1130	bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding	F	134	9802	51910
1216	bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding	F	75	9853	51918
1217	bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	F	76	9846	51924
1882	nucleoside binding	F	54	10344	51448
3677	DNA binding	F	783	9029	52034
3678	DNA helicase activity	F	59	10260	51527
3690	double-stranded DNA binding	F	343	9962	51541
3700	transcription factor activity, sequence-specific DNA binding	F	710	9578	51558
3723	RNA binding	F	329	9707	51810
3724	RNA helicase activity	F	64	10266	51516
3729	mRNA binding	F	55	10355	51436
3735	structural constituent of ribosome	F	360	10076	51410
3954	NADH dehydrogenase activity	F	67	10186	51593
4004	ATP-dependent RNA helicase activity	F	63	10174	51609
4175	endopeptidase activity	F	88	10185	51573
4386	helicase activity	F	128	10202	51516
4518	nuclease activity	F	239	10062	51545
4519	endonuclease activity	F	118	10164	51564
4521	endoribonuclease activity	F	61	10232	51553
4527	exonuclease activity	F	87	10222	51537
4536	deoxyribonuclease activity	F	84	10228	51534
4540	ribonuclease activity	F	108	10216	51522
